X,Y,OBJECTID,LATITUDE,LONGITUDE,NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,GIS_LAST_MOD_DTTM,GIS_ID,REGION_NAME
-77.1061183133253,38.8373123543133,28142759,38.837306,-77.106111,N Hampton Dr & Ford Ave,classic,662,active,2022/04/05 04:38:09+00,10,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"CREDITCARD,KEY",40,2022/04/05 13:12:45+00,,"Alexandria, VA"
-77.1357939991859,38.8097156352312,28142760,38.809709,-77.135788,Whiting & Lane Dr,classic,663,active,2022/04/05 10:48:22+00,9,0,6,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"CREDITCARD,KEY",40,2022/04/05 13:12:45+00,,"Alexandria, VA"
-77.1100129093523,38.815850554202,28142761,38.815842,-77.110014,N Howard St & Taney Ave,classic,664,active,2022/04/05 04:48:13+00,10,0,5,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"CREDITCARD,KEY",40,2022/04/05 13:12:45+00,,"Alexandria, VA"
-76.9709368205825,38.8787777199039,28142762,38.878771,-76.97093,Anacostia Roller Skating Pavillion,classic,665,active,2022/04/05 13:09:49+00,3,0,16,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.0519544118017,38.8450332415105,28142763,38.845028,-77.051956,S Clark St & 33rd St,classic,667,active,2022/04/05 04:43:12+00,8,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"CREDITCARD,KEY",41,2022/04/05 13:12:45+00,,"Arlington, VA"
-77.1181132561667,38.8540295265966,28142764,38.854019,-77.118106,Columbia Pike & S Greenbrier St,classic,668,active,2022/04/05 08:11:25+00,13,0,2,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"CREDITCARD,KEY",41,2022/04/05 13:12:45+00,,"Arlington, VA"
-77.1105858083632,38.8288942972716,28142765,38.828887,-77.110588,Kenmore Ave & Seminary Rd,classic,669,active,2022/04/05 04:38:10+00,10,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"CREDITCARD,KEY",40,2022/04/05 13:12:45+00,,"Alexandria, VA"
-77.0714501296587,38.8960916071826,28142766,38.896087,-77.071452,Rosslyn Metro / Wilson Blvd & N Moore St,classic,670,active,2022/04/05 12:31:45+00,12,0,9,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,21,"CREDITCARD,KEY",41,2022/04/05 13:12:45+00,,"Arlington, VA"
-77.1621172409272,38.8871547275415,28142767,38.88715,-77.16212,W&OD Trail & Langston Blvd,classic,671,active,2022/04/05 06:19:28+00,14,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"CREDITCARD,KEY",41,2022/04/05 13:12:45+00,,"Arlington, VA"
-76.8780122541393,39.0003206802938,28142768,39.00031,-76.878005,Roosevelt Center & Crescent Rd,classic,672,active,2022/04/05 12:30:12+00,14,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"CREDITCARD,KEY",133,2022/04/05 13:12:45+00,,Prince George's County
-76.8912447535881,39.0061980581302,28142769,39.006191,-76.891247,Crescent Rd & Ridge Rd,classic,673,active,2022/04/05 04:58:49+00,10,0,5,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"CREDITCARD,KEY",133,2022/04/05 13:12:45+00,,Prince George's County
-76.9162449046559,39.0024712218644,28142770,39.002459,-76.916243,Greenbelt Station Parkway,classic,674,active,2022/04/05 04:43:12+00,3,0,8,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"CREDITCARD,KEY",133,2022/04/05 13:12:45+00,,Prince George's County
-77.3593484997281,38.9663485799764,28142771,38.966344,-77.359341,Baron Cameron Ave & North Hampton Ave,classic,675,active,2022/04/05 04:53:21+00,6,0,6,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"CREDITCARD,KEY",104,2022/04/05 13:12:45+00,,"Fairfax, VA"
-77.3377770594948,38.9360728076146,28142772,38.936061,-77.337775,Ridge Heights Rd & Seahawks Dr,classic,676,active,2022/04/05 04:53:25+00,12,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"CREDITCARD,KEY",104,2022/04/05 13:12:45+00,,"Fairfax, VA"
-77.3292801640051,38.9668514995887,28142773,38.966848,-77.329282,Becontree Ln & Goldenrain Ct,classic,677,active,2022/04/05 04:53:23+00,11,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"CREDITCARD,KEY",104,2022/04/05 13:12:45+00,,"Fairfax, VA"
-77.3267597303404,38.9708132137423,28142774,38.970807,-77.326761,Ring Rd & North Shore Dr,classic,678,active,2022/04/05 04:53:26+00,2,0,10,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"CREDITCARD,KEY",104,2022/04/05 13:12:45+00,,"Fairfax, VA"
-77.3518379420974,38.9736321154641,28142775,38.973625,-77.351837,Reston Pkwy & Bennington Woods Rd,classic,679,active,2022/04/05 04:53:26+00,9,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"CREDITCARD,KEY",104,2022/04/05 13:12:45+00,,"Fairfax, VA"
-77.3343648600112,38.9659902898535,28142776,38.965979,-77.334359,Inlet Ct & Wiehle Dr,classic,680,active,2022/04/05 04:53:22+00,9,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"CREDITCARD,KEY",104,2022/04/05 13:12:45+00,,"Fairfax, VA"
-77.3425446702135,38.9633181695695,28142777,38.963314,-77.342546,Fairway Dr & Hook Rd,classic,681,active,2022/04/05 04:53:27+00,12,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"CREDITCARD,KEY",104,2022/04/05 13:12:45+00,,"Fairfax, VA"
-77.3484920337213,38.9667057384444,28142778,38.9667,-77.348487,Vantage Hill Rd & Wainwright Dr,classic,682,active,2022/04/05 04:53:26+00,8,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"CREDITCARD,KEY",104,2022/04/05 13:12:45+00,,"Fairfax, VA"
-77.3392934739043,38.9590306808744,28142779,38.959025,-77.339295,Links Dr & Wedge Dr,classic,684,active,2022/04/05 04:53:23+00,8,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"CREDITCARD,KEY",104,2022/04/05 13:12:45+00,,"Fairfax, VA"
-77.3535489777337,38.9440165807236,28142780,38.944013,-77.353552,Golf Course Sq and Golf Course Dr,classic,685,active,2022/04/05 06:36:49+00,10,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"CREDITCARD,KEY",104,2022/04/05 13:12:45+00,,"Fairfax, VA"
-77.3623010066863,38.9433591976606,28142781,38.94335,-77.362304,South Lakes Dr and Reston Pkwy,classic,686,active,2022/04/05 04:53:22+00,3,0,9,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"CREDITCARD,KEY",104,2022/04/05 13:12:45+00,,"Fairfax, VA"
-77.3540652735243,38.9388081866269,28142782,38.938797,-77.354067,Olde Crafts Dr and Cartwright Pl,classic,687,active,2022/04/05 04:53:22+00,10,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"CREDITCARD,KEY",104,2022/04/05 13:12:45+00,,"Fairfax, VA"
-77.3678751365281,38.937153040774,28142783,38.937146,-77.367868,Green Range Dr and Glade Dr,classic,688,active,2022/04/05 04:53:27+00,2,0,10,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"CREDITCARD,KEY",104,2022/04/05 13:12:45+00,,"Fairfax, VA"
-77.3665018293596,38.9414993880206,28142784,38.941496,-77.366499,South Gate Community Center,classic,689,active,2022/04/05 04:53:22+00,12,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"CREDITCARD,KEY",104,2022/04/05 13:12:45+00,,"Fairfax, VA"
-77.3534546823668,38.9785097372476,28142785,38.978503,-77.353454,Lake Newport Rd and Autumn Ridge Cir,classic,690,active,2022/04/05 04:53:27+00,8,0,3,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"CREDITCARD,KEY",104,2022/04/05 13:12:45+00,,"Fairfax, VA"
-77.3316540082449,38.9339283353644,28142786,38.933923,-77.331653,Ridge Heights and Owl Cove Ln,classic,691,active,2022/04/04 20:14:15+00,7,0,5,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"CREDITCARD,KEY",104,2022/04/05 13:12:45+00,,"Fairfax, VA"
-77.3458816581364,38.9305179662576,28142787,38.93051,-77.345874,Soapstone Dr Convenience Center,classic,692,active,2022/04/05 04:53:22+00,8,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"CREDITCARD,KEY",104,2022/04/05 13:12:45+00,,"Fairfax, VA"
-77.0772017706082,38.8635676402324,28142788,38.863556,-77.077201,Columbia Pike & S Scott St/12th St S,classic,693,active,2022/04/05 04:03:03+00,4,0,7,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"CREDITCARD,KEY",41,2022/04/05 13:12:45+00,,"Arlington, VA"
-77.0051750419075,38.8531342674435,28142789,38.853124,-77.005174,St. Elizabeths West Campus/DHS ,classic,694,active,2022/04/05 08:07:30+00,16,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.0162612064804,38.9688453896986,28142790,38.968834,-77.016258,3rd & Underwood St NW,classic,469,active,2022/04/05 12:08:35+00,10,0,9,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-76.9795187527534,38.932937744393,28142791,38.93293,-76.979517,18th & Monroe St NE,classic,470,active,2022/04/05 07:25:10+00,6,0,13,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.0217394171275,38.8834546665888,28142792,38.88345,-77.021741,7th & E St SW,classic,471,active,2022/04/05 08:56:10+00,4,0,15,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.1649755077298,39.1213365265213,28142793,39.121327,-77.164969,Shady Grove Metro East,classic,472,active,2022/04/05 04:58:57+00,16,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",43,2022/04/05 13:12:45+00,,"Montgomery County, MD (North)"
-77.0651530283432,38.9053739013579,28142794,38.905368,-77.065149,Potomac & M St NW,classic,473,active,2022/04/05 12:10:37+00,0,0,18,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.0407912903296,38.9240952635326,28142795,38.924088,-77.040787,Columbia & Ontario Rd NW,classic,474,active,2022/04/05 13:05:35+00,22,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,23,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.111069760953,38.8882864233651,28142796,38.888282,-77.111066,Washington-Liberty High School / N Stafford St & Generals Way,classic,475,active,2022/04/05 06:38:54+00,8,0,7,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"CREDITCARD,KEY",41,2022/04/05 13:12:45+00,,"Arlington, VA"
-77.1423246711007,38.8860544731585,28142797,38.886048,-77.142317,Westover Library / Washington Blvd & N McKinley Rd,classic,476,active,2022/04/05 04:58:53+00,13,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"CREDITCARD,KEY",41,2022/04/05 13:12:45+00,,"Arlington, VA"
-77.1020262818468,38.8593146271267,28142798,38.859306,-77.102019,Columbia Pike & George Mason Dr,classic,477,active,2022/04/05 04:18:07+00,3,0,11,1,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"CREDITCARD,KEY",41,2022/04/05 13:12:45+00,,"Arlington, VA"
-77.1670560551607,39.1258375521472,28142799,39.125828,-77.167059,Columbus Ave & Tribeca St,classic,478,active,2022/04/05 04:58:57+00,7,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"CREDITCARD,KEY",43,2022/04/05 13:12:45+00,,"Montgomery County, MD (North)"
-77.1648645035427,39.1233364472643,28142800,39.12333,-77.16486,Columbus Ave & Gramercy Blvd,classic,479,active,2022/04/05 04:33:10+00,7,0,4,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"CREDITCARD,KEY",43,2022/04/05 13:12:45+00,,"Montgomery County, MD (North)"
-77.3542838294067,38.9642200551937,28142801,38.964208,-77.35428,Reston Pkwy & Spectrum Dr,classic,480,active,2022/04/05 04:33:11+00,8,0,7,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"CREDITCARD,KEY",104,2022/04/05 13:12:45+00,,"Fairfax, VA"
-77.2038668517549,39.1056464863681,28142802,39.105642,-77.20386,Key West Ave & Great Seneca Hwy,classic,481,active,2022/04/05 04:33:10+00,8,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"CREDITCARD,KEY",43,2022/04/05 13:12:45+00,,"Montgomery County, MD (North)"
-77.0541613725809,38.8995060647481,28142803,38.8995,-77.054155,Virginia Ave & 25th St NW,classic,482,active,2022/04/05 11:27:29+00,7,0,12,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.0346817365302,38.9054319626643,28142804,38.905424,-77.034674,15th & M St NW,classic,483,active,2022/04/05 11:41:23+00,3,0,16,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.0271148173654,38.925639659941,28142805,38.925636,-77.027112,11th & Girard St NW,classic,484,active,2022/04/05 12:12:57+00,15,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.045638977447,38.9126528900727,28142806,38.912644,-77.04564,Connecticut Ave & R St NW,classic,485,active,2022/04/05 10:35:43+00,6,0,11,0,2,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.0820860135494,38.8925623436231,28142807,38.892556,-77.082089,Wilson Blvd & N Troy St,classic,486,active,2022/04/05 11:46:06+00,6,0,9,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"CREDITCARD,KEY",41,2022/04/05 13:12:45+00,,"Arlington, VA"
-77.0871306262456,38.9363031916354,28142808,38.936298,-77.087128,American University East Campus,classic,487,active,2022/04/05 09:43:47+00,13,0,6,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.0332344615027,38.8922531486667,28142809,38.892244,-77.033234,15th St & Constitution Ave NW,classic,488,active,2022/04/05 11:41:03+00,11,0,8,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.050268958512,38.9053091869657,28142810,38.905303,-77.050264,23rd & M St NW,classic,490,active,2022/04/05 12:38:47+00,14,0,5,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.1926441972298,39.106980642618,28142811,39.106971,-77.192645,Corporate Blvd & Omega Dr,classic,491,active,2022/04/05 09:44:52+00,8,0,7,5,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"CREDITCARD,KEY",43,2022/04/05 13:12:45+00,,"Montgomery County, MD (North)"
-77.2023537563786,39.1061625649145,28142812,39.106152,-77.202354,Key West Ave & Diamondback Dr,classic,492,active,2022/04/05 04:58:57+00,10,0,1,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"CREDITCARD,KEY",43,2022/04/05 13:12:45+00,,"Montgomery County, MD (North)"
-76.9818475169274,38.846277549894,28142813,38.84627,-76.98185,Alabama Ave & Stanton Rd SE / Shops at Park Village,classic,493,active,2022/04/05 06:19:43+00,19,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-76.9755702327,38.8437810657902,28142814,38.84377,-76.97557,Mississippi Ave & 19th St SE / THEARC,classic,494,active,2022/04/05 07:26:36+00,1,0,18,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-76.9770323693897,38.846240668133,28142815,38.84623,-76.97703,19th & Savannah St SE,classic,495,active,2022/04/05 04:58:51+00,4,0,7,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.0009006729649,38.8360093238993,28142816,38.836,-77.0009,4th St & Mississippi Ave SE,classic,496,active,2022/04/05 08:21:00+00,10,0,9,4,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.0054954132169,38.8244873697095,28142817,38.824481,-77.005497,1st & S Capitol St SE / Oxon Run Trail,classic,497,active,2022/04/05 04:33:08+00,9,0,9,1,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.002236360431,38.8237397743188,28142818,38.82373,-77.00223,Livingston Rd & 3rd St SE,classic,498,active,2022/04/05 04:58:50+00,0,0,15,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.010331355664,38.8190999717733,28142819,38.81909,-77.01033,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr,classic,499,active,2022/04/05 04:58:57+00,13,0,6,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-76.9497167322909,38.8830224728115,28142820,38.883011,-76.949709,37th & Ely Pl SE,classic,500,active,2022/04/05 04:58:57+00,12,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.0333862848098,38.8964690225048,28142821,38.896465,-77.033381,15th St & Pennsylvania Ave NW,classic,501,active,2022/04/05 11:15:27+00,2,0,17,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.0252421111507,38.8804451600152,28142822,38.88044,-77.025236,Maine Ave & 9th St SW,classic,505,active,2022/04/05 12:49:00+00,11,0,2,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.0077969838468,38.9150037115803,28142823,38.915,-77.0078,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,classic,506,active,2022/04/05 09:06:51+00,18,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.0500659483643,39.043135226112,28142824,39.04313,-77.05006,Blueridge Ave & Elkin St,classic,507,active,2022/04/05 04:58:51+00,3,0,12,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"CREDITCARD,KEY",44,2022/04/05 13:12:45+00,,"Montgomery County, MD (South)"
-77.0279111925734,38.9567451040715,28142825,38.95674,-77.02791,Georgia Ave & Kennedy St NW,classic,508,active,2022/04/05 08:11:06+00,14,0,5,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-76.9960254888498,38.8922307844368,28142826,38.89222,-76.99602,7th St & Massachusetts Ave NE,classic,509,active,2022/04/05 12:30:26+00,14,0,5,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-76.9834078786338,38.8733571015349,28142827,38.87335,-76.9834,Anacostia Park,classic,510,active,2022/04/05 06:22:20+00,19,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"CREDITCARD,KEY",42,2022/04/05 13:12:45+00,,"Washington, DC"
-77.1207809209313,39.0620456516516,28142828,39.062041,-77.120776,Twinbrook Metro,classic,511,active,2022/04/05 04:58:50+00,11,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,14,"CREDITCARD,KEY",43,2022/04/05 13:12:45+00,,"Montgomery County, MD (North)"
-77.1128777800582,39.0475415129868,28142829,39.04753,-77.11287,White Flint Metro,classic,512,active,2022/04/05 11:36:21+00,24,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,25,"CREDITCARD,KEY",43,2022/04/05 13:12:45+00,,"Montgomery County, MD (North)"
-77.1093335327777,39.049004188511,28142830,39.049,-77.10933,Citadel Ave & McGrath Blvd,classic,513,active,2022/04/05 04:58:59+00,13,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"CREDITCARD,KEY",43,2022/04/05 13:12:45+00,,"Montgomery County, MD (North)"
-77.1136784412088,39.049774746315,28142831,39.049765,-77.11368,Rockville Pike & Old Georgetown Rd,classic,514,active,2022/04/05 11:34:34+00,7,0,7,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"CREDITCARD,KEY",43,2022/04/05 13:12:45+00,,"Montgomery County, MD (North)"
